user_id,/,/about,/features,/features/desktop,/features/mobile,/features/web,/pricing,/signup,/tutorial/end,/tutorial/intro,/tutorial/step-four,/tutorial/step-one,/tutorial/step-three,/tutorial/step-two
1813,9,7,0,0,0,0,0,16,0,6,0,17,0,0
1814,8,0,0,0,0,20,0,15,0,17,0,0,0,0
1815,6,0,0,0,0,8,0,17,14,2,11,17,2,20
1816,9,0,0,0,0,11,0,18,0,17,0,10,0,0
1817,1,0,0,0,20,3,0,10,16,13,9,8,11,4
1818,5,0,14,0,0,0,0,0,0,0,0,0,0,0
1819,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,6,0,16,0,0,4,0,20,17,3,12,19,3,18
1821,1,0,3,20,0,0,14,0,0,0,0,0,0,0
1822,8,0,3,0,5,0,0,5,3,11,18,8,14,7
1823,12,0,5,12,0,0,0,14,11,1,2,11,12,4
1824,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,2,0,0,1,0,1,0,2,0,0,0,0,0,0
1826,17,0,0,0,10,0,0,15,0,0,0,0,0,0
1827,16,0,15,0,0,0,0,13,0,9,0,3,0,19
1828,12,0,0,0,0,0,0,2,0,6,0,10,12,6
1829,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,20,0,2,0,3,0,5,20,0,0,0,0,0,0
1831,10,4,3,11,0,0,0,7,0,0,0,0,0,0
1832,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,12,0,0,0,0,9,8,10,0,12,0,6,0,0
1835,10,0,0,0,0,0,0,6,0,0,0,0,0,0
1836,17,0,0,12,0,0,20,11,12,18,7,6,11,2
1837,19,0,0,8,0,0,0,1,0,0,0,0,0,0
1838,14,0,0,1,0,0,0,6,0,17,0,0,0,0
1839,15,0,0,0,0,5,0,3,0,0,0,0,0,0
1840,14,0,7,5,0,0,0,3,0,3,0,2,0,0
1841,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1843,12,0,0,0,0,4,0,0,0,0,0,0,0,0
1844,19,0,0,1,0,0,0,15,0,0,0,0,0,0
1845,2,0,1,1,0,0,0,1,0,0,0,0,0,0
1846,20,0,0,0,0,15,16,2,0,0,0,0,0,0
1847,2,0,0,9,0,8,0,13,0,7,0,10,0,0
1848,8,0,0,0,0,4,0,15,4,6,10,20,14,15
1849,18,0,0,12,19,4,0,17,18,7,19,4,9,19
1850,15,0,0,0,0,6,0,9,0,5,0,0,0,0
1851,17,0,0,0,0,20,0,2,12,19,19,13,13,9
1852,1,0,2,0,0,2,0,1,0,0,0,0,0,0
1853,1,0,0,0,0,1,0,2,0,0,0,0,0,0
1854,9,0,0,0,13,20,0,8,14,15,19,11,11,4
1855,3,13,0,10,0,0,0,6,14,17,3,7,12,11
1856,19,0,15,0,0,0,15,0,0,0,0,0,0,0
1857,13,0,0,19,1,0,0,6,0,0,0,0,0,0
1858,14,0,0,0,0,0,20,4,0,3,0,0,0,0
1859,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,11,0,0,0,0,11,0,7,11,11,1,19,12,7
1861,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,1,0,0,0,2,0,0,2,0,0,0,0,0,0
1863,13,0,0,20,0,0,0,13,0,7,0,0,0,0
1864,12,0,0,0,0,9,0,18,0,0,0,0,0,0
1865,19,0,6,14,0,6,0,2,0,0,0,0,0,0
1866,17,0,13,19,18,0,0,10,5,8,2,2,18,9
1867,2,0,0,19,3,10,0,16,0,0,0,0,0,0
1868,4,0,0,0,0,0,0,3,0,6,0,5,12,8
1869,6,0,0,0,0,2,0,4,0,12,0,3,0,1
1870,7,0,20,0,3,0,0,15,11,19,11,3,17,8
1871,10,0,0,5,0,14,0,7,0,11,18,13,11,16
1872,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,6,0,0,19,0,0,3,4,0,0,0,0,0,0
1874,18,0,0,0,2,0,0,0,0,0,0,0,0,0
1875,6,0,19,20,1,0,0,10,11,11,8,5,18,6
1876,6,0,0,15,0,0,0,12,0,6,0,14,5,14
1877,15,0,0,4,0,0,0,11,0,3,0,11,0,11
1878,16,0,0,13,14,0,0,15,6,19,8,14,17,19
1879,18,15,0,0,18,0,0,17,0,10,18,1,9,5
1880,16,0,0,18,0,0,0,15,0,15,0,0,0,0
1881,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,7,13,0,0,0,0,0,3,0,0,0,0,0,0
1883,17,0,0,5,19,0,0,7,0,0,0,0,0,0
1884,5,0,0,0,18,13,0,5,13,19,20,13,20,5
1885,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,10,0,0,0,0,0,0,15,15,8,18,1,12,8
1887,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,12,0,0,0,12,0,0,17,2,16,7,5,18,7
1889,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,1,0,0,2,1,1,0,2,0,0,0,0,0,0
1891,20,0,0,0,0,0,0,5,16,2,6,16,9,20
1892,13,0,0,17,0,2,0,16,0,0,0,0,0,0
1893,17,0,0,2,0,8,0,15,0,16,0,19,19,19
1894,10,0,0,0,0,0,0,15,0,2,18,12,12,13
1895,17,0,0,0,0,0,1,1,0,2,0,0,0,0
1896,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,20,0,0,18,0,0,0,6,0,0,0,0,0,0
1899,12,0,0,0,4,2,11,13,0,17,0,7,0,7
1900,1,0,2,0,1,1,0,2,0,0,0,0,0,0
1901,5,0,0,0,0,6,0,18,10,10,16,7,4,13
1902,11,0,9,0,0,0,0,11,0,10,0,3,0,0
1903,11,0,0,0,0,0,0,20,0,6,0,16,0,0
1904,15,0,0,0,13,0,0,7,0,0,0,0,0,0
1905,18,0,3,0,0,0,0,18,0,0,0,0,0,0
1906,2,0,0,0,0,2,0,0,0,0,0,0,0,0
1907,3,0,0,0,13,0,0,13,0,8,0,5,8,3
1908,10,0,0,11,0,0,0,5,17,20,12,11,6,15
1909,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,20,0,0,0,13,2,0,7,0,0,0,0,0,0
1911,2,0,0,0,0,0,0,2,0,0,0,0,0,0
1912,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,7,0,6,0,19,0,0,0,0,0,0,0,0,0
1917,11,0,0,0,0,0,0,10,11,17,4,18,6,20
1918,4,0,0,0,1,0,0,6,0,7,0,17,0,0
1919,6,0,0,0,0,13,0,0,0,0,0,0,0,0
1920,2,0,0,0,19,15,5,16,0,16,0,15,0,0
1921,2,0,1,2,1,1,0,2,0,0,0,0,0,0
1922,2,0,20,0,19,20,0,13,0,6,0,12,0,20
1923,6,0,0,0,0,19,0,1,0,1,0,12,0,20
1924,8,0,0,19,8,0,0,15,19,14,5,6,13,4
1925,13,0,0,1,0,0,0,18,4,14,6,5,9,18
1926,3,0,0,11,6,0,0,17,7,12,20,4,2,4
1927,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,20,0,0,7,0,20,0,5,0,0,0,0,0,0
1929,16,0,0,0,0,0,0,17,13,7,1,17,20,3
1930,1,0,0,0,2,0,2,2,0,0,0,0,0,0
1931,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,15,0,0,0,0,0,0,10,0,18,20,14,13,19
1933,13,0,0,0,7,0,0,9,0,14,0,13,2,1
1934,1,0,0,0,0,1,0,2,0,0,0,0,0,0
1935,6,0,9,0,0,0,0,0,0,0,0,0,0,0
1936,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,2,0,0,0,0,0,0,1,0,0,0,0,0,0
1939,13,0,0,0,16,0,0,16,2,2,4,15,11,17
1940,6,0,0,0,7,10,0,0,0,0,0,0,0,0
1941,3,0,0,0,0,8,0,18,17,4,18,19,5,6
1942,16,0,16,0,0,0,0,1,0,12,0,8,0,2
1943,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1944,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,16,0,0,0,6,0,0,10,0,8,0,17,0,9
1946,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,2,0,0,0,9,0,0,8,0,12,0,11,0,0
1948,19,0,1,0,15,0,8,0,0,0,0,0,0,0
1949,11,0,0,13,0,8,0,14,2,5,16,7,15,14
1950,2,0,0,1,0,0,1,1,0,0,0,0,0,0
1951,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,1,0,0,0,0,0,0,6,0,5,0,20,0,1
1953,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,13,0,0,11,0,0,0,13,0,16,0,8,0,0
1955,8,0,0,11,0,0,16,6,0,0,0,0,0,0
1956,12,0,12,18,0,0,0,1,0,5,0,0,0,0
1957,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,17,0,0,0,0,0,0,8,0,0,0,0,0,0
1959,3,0,0,0,11,0,0,3,0,0,0,0,0,0
1960,7,0,0,0,0,0,0,17,0,13,0,0,0,0
1961,2,0,1,1,2,0,1,2,0,0,0,0,0,0
1962,10,0,11,16,0,0,0,1,20,1,15,17,13,7
1963,9,0,0,0,10,0,0,15,10,12,5,2,17,12
1964,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,19,0,17,0,0,0,0,15,0,9,0,0,0,0
1966,12,0,0,0,0,0,0,2,0,0,0,0,0,0
1967,20,0,0,2,6,0,0,9,20,2,10,10,9,11
1968,16,0,0,0,0,0,4,15,11,7,19,3,17,10
1969,9,3,0,0,16,0,0,17,0,7,0,13,0,16
1970,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,7,0,19,0,19,0,0,0,0,0,0,0,0,0
1972,2,0,0,2,0,2,0,1,0,0,0,0,0,0
1973,16,0,9,0,0,0,0,20,0,0,0,0,0,0
1974,2,0,0,0,0,0,2,1,0,0,0,0,0,0
1975,9,0,0,12,0,0,14,15,9,10,20,18,20,12
1976,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,2,0,1,0,0,2,0,0,0,0,0,0,0,0
1978,16,0,0,0,0,0,0,12,14,13,8,2,10,13
1979,14,0,0,0,9,0,0,16,0,0,0,0,0,0
1980,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,3,0,0,0,0,0,0,12,0,0,0,0,0,0
1983,3,0,0,0,0,2,0,19,0,14,0,14,0,0
1984,2,0,0,0,6,0,0,3,4,4,5,20,12,7
1985,18,0,0,18,0,0,0,14,0,18,0,10,0,0
1986,1,0,0,9,0,0,0,8,0,0,0,0,0,0
1987,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1988,15,0,0,0,0,0,0,13,0,0,0,0,0,0
1989,14,0,0,0,0,0,0,8,13,12,14,3,7,20
1990,2,0,0,20,0,1,0,13,0,18,0,12,5,17
1991,12,0,18,0,0,0,0,1,15,15,16,16,1,1
1992,15,0,0,0,0,4,0,8,0,9,0,4,0,0
1993,16,0,0,0,1,2,0,17,0,0,0,0,0,0
1994,1,0,0,10,2,0,0,20,0,11,4,19,7,1
1995,2,0,0,0,1,0,0,2,0,0,0,0,0,0
1996,7,0,0,0,0,13,0,0,0,0,0,0,0,0
1997,9,0,0,18,0,8,0,20,0,13,0,1,7,20
1998,9,0,0,8,0,0,0,10,18,2,17,1,17,15
1999,5,0,0,0,0,20,0,17,0,1,0,5,0,13
2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,16,0,0,0,0,13,0,14,0,0,0,0,0,0
2002,6,0,19,0,0,0,0,6,1,6,15,9,14,4
2003,6,0,0,0,0,0,0,18,0,0,0,0,0,0
2004,14,0,0,0,0,0,0,7,17,12,1,12,10,1
2005,18,0,0,15,0,0,0,11,0,8,0,0,0,0
2006,18,0,0,8,0,0,8,19,2,13,15,5,17,16
2007,1,0,1,2,0,0,0,1,0,0,0,0,0,0
2008,4,7,0,0,0,0,4,6,0,16,0,0,0,0
2009,10,0,0,0,0,0,0,14,14,9,13,3,14,20
2010,6,0,12,0,18,0,0,5,0,8,12,17,11,18
2011,13,0,0,1,13,0,20,11,10,2,19,16,14,10
2012,2,0,0,0,0,9,0,15,0,0,0,0,0,0
2013,4,0,0,15,5,0,0,14,0,2,0,0,0,0
2014,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5,0,0,0,0,0,0,19,2,1,16,7,9,20
2016,1,0,15,0,9,8,0,6,0,0,0,0,0,0
2017,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,2,0,2,0,0,0,0,1,0,0,0,0,0,0
2020,5,0,0,13,0,11,0,15,0,16,0,0,0,0
2021,16,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,11,0,0,0,0,0,0,4,0,18,0,0,0,0
2023,12,0,18,0,15,0,0,11,0,0,0,0,0,0
2024,20,0,0,0,11,6,0,5,2,5,12,11,18,11
2025,17,0,0,0,0,0,0,5,0,0,0,0,0,0
2026,15,0,0,5,5,0,0,2,1,4,17,15,3,8
2027,10,0,0,0,0,1,0,4,0,1,19,7,15,20
2028,12,0,0,0,5,9,0,11,3,7,13,5,12,4
2029,2,0,0,0,2,0,0,2,0,0,0,0,0,0
2030,16,0,0,0,0,9,0,16,0,10,2,11,16,18
2031,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,5,4,0,0,0,3,0,17,7,6,2,4,4,15
2035,9,0,11,0,0,0,0,4,0,20,12,19,6,1
2036,20,0,0,0,0,6,0,5,0,0,0,0,0,0
2037,5,0,0,20,0,20,0,9,12,13,15,18,1,5
2038,17,0,0,0,0,0,0,17,0,19,0,18,0,0
2039,17,0,0,0,0,0,0,14,0,0,0,0,0,0
2040,10,0,0,0,0,12,0,4,0,10,11,13,19,18
2041,17,0,0,0,0,0,0,10,0,2,0,2,0,1
2042,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,4,0,0,0,0,0,0,15,0,6,0,0,0,0
2044,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,13,0,0,0,10,8,0,2,0,19,0,13,0,13
2046,18,0,9,0,10,0,0,6,0,5,0,11,0,0
2047,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,3,0,0,0,14,0,0,12,0,18,0,18,0,19
2049,9,0,0,0,0,0,0,14,0,0,0,0,0,0
2050,10,0,14,0,0,0,0,1,0,5,0,0,0,0
2051,13,0,0,17,9,7,0,10,0,5,6,13,20,1
2052,18,0,0,0,0,0,0,13,0,0,0,0,0,0
2053,19,0,0,0,0,8,0,9,3,4,18,4,14,1
2054,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2055,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,7,0,7,0,0,0,0,7,0,10,0,15,0,11
2057,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,11,0,14,0,0,0,0,0,0,0,0,0,0,0
2059,3,0,0,16,3,0,0,2,4,3,3,19,8,13
2060,13,0,0,0,7,15,0,6,18,2,18,1,10,2
2061,11,0,0,0,0,0,0,12,19,4,17,1,10,7
2062,4,0,19,10,0,0,0,8,0,2,0,3,2,12
2063,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,8,0,0,0,0,6,0,3,0,20,0,0,0,0
2065,1,0,0,0,1,6,0,6,0,8,0,9,0,0
2066,6,0,0,0,7,0,0,0,0,0,0,0,0,0
2067,1,0,0,1,0,2,0,2,0,0,0,0,0,0
2068,8,0,0,0,0,0,0,2,0,2,0,0,0,0
2069,6,0,13,16,0,3,0,11,0,5,0,16,0,0
2070,16,0,0,0,16,0,0,16,0,19,0,15,1,10
2071,9,0,0,0,7,0,0,19,0,13,0,8,0,3
2072,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,6,0,6,0,0,0,0,13,17,18,9,20,15,18
2074,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,1,0,0,1,0,2,0,1,0,0,0,0,0,0
2076,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,2,0,0,0,2,1,0,2,0,0,0,0,0,0
2079,2,0,0,0,0,10,0,5,0,5,20,19,10,5
2080,16,0,0,0,18,0,0,6,0,12,0,18,19,10
2081,9,0,6,0,12,15,0,20,0,10,0,3,0,0
2082,9,0,0,0,0,15,0,14,0,11,0,19,17,6
2083,9,0,15,0,0,0,0,16,0,14,0,5,12,7
2084,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,4,0,0,10,0,0,0,6,0,0,0,0,0,0
2086,17,0,0,4,0,1,0,4,0,17,0,9,18,8
2087,15,0,0,4,12,3,0,2,0,0,0,0,0,0
2088,19,0,0,6,0,0,0,20,15,2,18,2,10,1
2089,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,1,0,0,0,0,2,0,1,0,0,0,0,0,0
2092,10,0,0,0,14,0,0,11,0,7,0,10,0,17
2093,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2095,13,0,0,0,13,0,0,8,0,8,0,0,0,0
2096,4,0,13,9,10,0,0,8,0,5,0,0,0,0
2097,1,0,0,0,0,0,2,0,0,0,0,0,0,0
2098,17,0,0,0,0,4,0,20,6,13,19,17,8,2
2099,10,0,15,0,0,4,0,12,0,0,0,0,0,0
2100,4,0,0,1,1,0,0,5,0,20,0,0,0,0
2101,11,0,1,2,0,12,0,0,0,0,0,0,0,0
2102,2,0,0,9,0,0,0,11,0,0,0,0,0,0
2103,1,0,7,0,0,18,0,12,0,5,6,10,14,8
2104,14,0,0,0,19,0,0,14,10,9,12,3,6,9
2105,17,0,0,11,0,20,14,7,0,4,0,4,0,0
2106,12,0,0,8,12,0,0,1,9,5,7,14,1,18
2107,18,0,0,1,0,0,0,1,0,13,0,9,0,0
2108,1,0,8,9,0,17,0,10,0,0,0,0,0,0
2109,12,0,0,18,10,0,0,2,0,5,0,0,0,0
2110,8,0,0,17,0,0,0,14,16,20,14,18,13,14
2111,4,13,0,0,18,0,0,16,0,4,0,0,0,0
2112,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,8,6,0,0,0,0,0,19,0,19,20,8,6,16
2114,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,2,0,0,0,4,0,0,11,0,4,0,15,20,11
2116,1,0,2,10,0,11,0,12,0,10,0,14,0,0
2117,13,0,0,0,0,20,0,3,0,3,0,0,0,0
2118,8,0,0,0,0,0,0,4,0,16,0,3,16,1
2119,12,0,0,18,0,8,0,14,0,12,0,0,0,0
2120,19,0,0,0,18,2,3,1,1,5,4,10,15,15
2121,7,0,0,0,0,0,11,15,0,1,0,3,0,16
2122,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,3,0,0,0,0,0,0,9,0,14,17,1,20,3
2125,18,0,0,18,0,0,0,0,0,0,0,0,0,0
2126,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,1,0,2,2,0,1,0,2,0,0,0,0,0,0
2128,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,1,0,0,0,0,1,0,2,0,0,0,0,0,0
2132,17,0,0,0,0,10,15,7,11,19,3,10,4,3
2133,13,0,0,0,0,0,0,6,5,19,13,9,9,8
2134,16,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,12,0,12,7,16,8,0,16,0,0,0,0,0,0
2136,16,0,0,10,0,0,0,14,0,10,0,0,0,0
2137,16,0,0,0,19,0,0,6,0,6,0,10,20,9
2138,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,14,0,0,8,0,0,0,0,0,0,0,0,0,0
2140,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,13,0,0,0,19,0,0,2,0,9,0,0,0,0
2142,5,0,0,0,7,0,1,2,0,15,0,14,3,11
2143,18,0,0,10,0,0,0,8,0,8,0,2,11,19
2144,2,0,0,8,12,17,0,17,0,13,0,15,0,0
2145,12,15,0,0,0,0,0,9,0,16,0,0,0,0
2146,14,0,9,0,0,0,0,8,0,1,0,19,0,5
2147,2,0,14,0,0,0,0,2,14,2,17,15,6,12
2148,8,0,0,0,2,15,0,19,0,0,0,0,0,0
2149,2,0,0,4,0,7,0,1,0,8,0,0,0,0
2150,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,1,0,2,0,0,0,0,2,0,0,0,0,0,0
2152,2,0,0,1,1,0,0,1,0,0,0,0,0,0
2153,11,0,0,4,0,6,0,6,5,11,15,20,14,13
2154,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,13,0,15,0,9,0,0,0,0,0,0,0,0,0
2156,14,0,16,0,0,16,0,3,13,20,8,6,19,20
2157,1,0,0,0,0,2,0,2,0,0,0,0,0,0
2158,16,0,9,0,0,0,0,0,0,0,0,0,0,0
2159,14,0,0,0,6,4,0,8,0,19,0,14,0,0
2160,2,0,0,1,2,0,2,2,0,0,0,0,0,0
2161,1,0,1,0,0,0,0,2,0,0,0,0,0,0
2162,2,0,0,0,0,0,0,18,4,17,17,6,15,18
2163,3,0,0,0,4,0,0,8,0,2,0,18,0,0
2164,18,0,0,0,0,0,0,16,0,17,3,15,9,20
2165,2,0,0,0,0,1,0,2,0,0,0,0,0,0
2166,7,0,0,0,0,7,0,11,13,19,9,18,3,3
2167,9,0,0,0,13,0,0,20,0,13,0,0,0,0
2168,9,0,0,0,12,11,0,20,0,8,0,0,0,0
2169,4,0,0,7,16,0,0,9,0,6,0,4,13,5
2170,5,0,4,0,0,0,0,1,11,4,8,7,17,14
2171,19,0,4,0,0,0,0,19,0,0,0,0,0,0
2172,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,10,0,0,0,0,0,0,7,0,20,0,16,19,16
2174,17,0,0,0,19,0,0,3,0,10,0,7,0,0
2175,4,0,0,0,0,13,0,14,20,3,9,2,18,13
2176,9,0,0,7,0,0,0,17,0,19,19,5,16,17
2177,3,0,0,6,0,2,18,7,0,0,0,0,0,0
2178,10,0,3,18,5,0,0,12,17,18,6,8,1,3
2179,17,0,14,0,0,0,0,12,9,5,14,9,19,8
2180,20,0,0,0,0,0,10,12,0,7,0,4,16,2
2181,4,0,0,6,18,15,0,11,2,16,8,18,10,5
2182,9,0,0,0,16,0,0,17,0,8,13,18,15,13
2183,20,0,0,0,0,0,0,20,0,0,0,0,0,0
2184,6,0,0,0,0,0,0,2,0,7,0,8,0,0
2185,15,0,6,9,3,5,0,18,0,12,0,14,3,6
2186,19,0,0,0,0,18,0,8,0,0,0,0,0,0
2187,17,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,8,0,2,0,3,2,5,12,0,0,0,0,0,0
2189,13,0,3,0,0,0,3,5,0,1,0,14,0,0
2190,4,0,0,0,18,0,0,2,0,18,0,16,0,5
2191,11,0,0,0,0,0,0,12,14,14,15,14,6,13
2192,7,0,0,0,0,0,0,13,0,4,0,0,0,0
2193,12,0,0,9,0,0,0,17,2,17,17,4,19,19
2194,19,0,0,7,0,10,0,3,0,3,0,0,0,0
2195,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,11,0,20,0,0,0,0,3,20,2,7,13,11,2
2198,7,0,0,0,17,0,0,10,0,7,0,12,0,0
2199,10,0,0,0,0,0,0,8,0,20,0,1,0,20
2200,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,16,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,17,0,0,0,10,0,17,8,2,13,12,16,11,12
2203,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,1,0,7,0,0,0,0,17,0,19,0,0,0,0
2205,2,0,18,11,2,3,16,13,0,0,0,0,0,0
2206,16,0,0,11,0,0,0,16,0,0,0,0,0,0
2207,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2208,3,0,0,0,0,0,0,7,0,5,0,13,0,0
2209,10,0,0,0,0,0,0,6,0,6,0,8,0,0
2210,20,0,0,0,0,0,4,12,0,2,19,7,9,2
2211,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,6,0,16,0,18,19,0,8,0,4,0,0,0,0
2214,2,0,0,0,20,0,0,16,0,18,14,1,20,11
2215,18,16,5,0,0,3,6,19,7,10,5,1,19,5
2216,10,0,0,0,0,0,0,11,0,12,0,12,1,3
2217,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,6,0,20,0,0,0,0,13,0,2,0,4,0,18
2219,5,0,0,0,0,18,9,5,0,0,0,0,0,0
2220,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,17,0,10,0,0,0,0,17,9,20,7,6,16,16
2223,4,0,15,20,0,0,0,7,0,0,0,0,0,0
2224,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,4,0,0,12,0,0,0,11,0,7,0,0,0,0
2226,2,0,19,8,6,14,0,10,0,8,0,0,0,0
2227,12,0,0,0,0,0,0,1,0,0,0,0,0,0
2228,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,1,0,0,2,0,1,0,1,0,0,0,0,0,0
2230,9,0,0,0,0,17,0,9,3,19,17,4,6,3
2231,1,0,0,0,0,15,12,2,0,11,0,6,11,2
2232,4,0,7,11,0,0,0,10,0,16,0,5,0,0
2233,1,0,2,0,1,1,0,1,0,0,0,0,0,0
2234,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,9,0,0,2,0,0,0,0,0,0,0,0,0,0
2236,2,0,0,0,2,10,0,10,10,4,3,14,8,12
2237,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,2,0,2,1,1,2,0,1,0,0,0,0,0,0
2239,3,0,0,0,0,8,0,0,0,0,0,0,0,0
2240,10,0,19,5,0,0,0,16,2,9,20,1,7,6
2241,1,0,0,0,12,0,0,2,0,0,0,0,0,0
2242,2,0,2,2,0,1,0,2,0,0,0,0,0,0
2243,13,0,0,0,0,0,0,6,16,4,8,2,11,14
2244,4,0,0,0,20,0,0,3,3,1,15,3,16,20
2245,19,0,20,0,14,14,0,15,0,11,0,5,0,0
2246,4,0,0,0,0,0,0,20,0,0,0,0,0,0
2247,18,0,0,5,0,0,6,8,0,14,5,5,16,9
2248,1,0,0,0,18,0,2,3,0,12,0,5,8,9
2249,9,0,0,15,6,0,0,1,3,8,4,12,17,12
2250,8,0,0,17,18,0,0,17,0,11,11,10,6,1
2251,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,15,0,0,3,0,13,0,9,0,0,0,0,0,0
2254,7,0,0,0,8,1,0,20,10,2,19,13,7,4
2255,12,0,5,17,0,0,0,12,2,15,14,4,8,18
2256,2,0,0,0,0,1,0,2,0,0,0,0,0,0
2257,11,0,0,0,14,0,0,13,2,10,9,12,10,1
2258,14,0,15,0,0,0,0,0,0,0,0,0,0,0
2259,3,0,0,10,0,16,0,2,0,14,0,5,15,9
2260,18,0,0,0,20,0,0,11,0,7,0,0,0,0
